text,span1,label
"By the time `` Trovatore '' stumbled in for the last time two weeks ago , only the Heimlich maneuver could have helped Franco Bonanome get through `` Di quella pira '' ; an old buzz saw , Fiorenza Cossotto , was rasping away at the gypsy 's music ; and Leona Mitchell drifted from pillar to pillar and all too often from the score","[6, 7]",literal
"`` If the merchandising segment had some sales growth that could flow down to the bottom line , that would be bullish as heck , '' he contends","[11, 12]",literal
"The protein , called CD4 , mimics the virus 's natural targets in the body , thus flooding the system with false targets and diverting the virus from its normal course of attack","[17, 18]",nonliteral
"Kim Woo Choong , chairman of both the Daewoo group and Daewoo Shipbuilding , yesterday proposed that the government pump 500 billion won of capital into the partnership , with Daewoo contributing an additional 300 billion won","[19, 20]",literal
"`` We are stuck in leases and we 've built up a following ; so , we might as well stay in business selling clothes .","[3, 4]",nonliteral
"`` If you 're an engineer , it 's better to get out and run an air - conditioner repair company - - or fix kettles , '' a European diplomat says","[24, 25]",literal
"But , the other panelists say , the Democrats ca n't just sit around waiting for the Republicans to stumble","[19, 20]",nonliteral
"The New York Stock Exchange composite index also touched a high since the crash but pulled back to close at 144.82 , up 0.28 but below its Oct. 21 level of 145.02","[8, 9]",literal
"`` If we had never done Calma , we 'd be better off , '' Mr. Welch concedes , adding: `` But if we had a policy of no acquisitions , we never would have touched Employers Reinsurance or RCA or Borg - Warner .","[35, 36]",literal
"Given a choice between two such frail reeds , Western Europe , led by West Germany , is likely to grasp at the chimera of Soviet good will rather than risk relying on increasingly remote and dubious American protection","[20, 21]",nonliteral
"Ere long , he began piling up deficits in order to `` pump prime '' the economy , and he made the government bigger by adding all those alphabetical agencies such as the WPA , the PWA and - LRB - briefly - RRB - the NRA","[12, 13]",nonliteral
"The candidates will step up and swing at the fast ones , pitchouts and curves tossed by Ann Compton of ABC News , Andrea Mitchell of NBC News and Margaret Warner of Newsweek","[3, 4]",nonliteral
"`` Never drunk the stuff , '' snorts food industry executive Jorge Redmond","[2, 3]",literal
"Johnson & Johnson may have stumbled upon a Fountain of Youth cream , according to preliminary research released yesterday","[5, 6]",nonliteral
The buildup could have knocked out pumps needed to inject cooling water from one of the plant 's backup systems into the reactor during an emergency,"[10, 11]",literal
"But the overwhelming mass of Soviet people eat dinner at home , after wasting millions of hours in line buying dreadful food , barely seeing a green vegetable in a state grocery all winter - LRB - although the citrus situation is vastly improved from what it once was - RRB -","[7, 8]",literal
"You ca n't drink at all if you do n't order something to eat , and you ca n't drink in a restaurant bar , even if you do order something to eat","[3, 4]",literal
"In an interview yesterday , he said , `` We ought to start examining which countries are n't going to pay us back and cut them off .","[13, 14]",nonliteral
The vagaries of American policy hardly seem to matter ; the Soviet bloc just keeps pouring in supplies,"[15, 16]",literal
They danced and drank until 10 p.m. when the police broke up the festivities,"[1, 2]",literal
Six days earlier the Members had passed the drug bill that so many of them are now promising voters will do something about the murder and violence that is destroying city neighborhoods,"[29, 30]",literal
A motorcycle rider is 10 times more likely to die in an accident than an automobile driver. - RRB - / - RRB -,"[9, 10]",literal
"The leads in the second performance - LRB - Ludmila Lopukhova and Simon Dow - RRB - were better than those at the premiere - LRB - Karin Averty and Jean - Charles Gil - RRB - , but there were more enjoyable performances from younger members of the company , such as Joanna Berman , Wendy Van Dyck and Mikko Nissinen , who danced the first act pas de trois on opening night , and Andre Reyes , who replaced the latter on the following afternoon","[64, 65]",literal
"As for spring wheat , virtually all of this year 's crop was planted by mid - May , the department said","[13, 14]",nonliteral
"The number of annual inspections remains unchanged , however , mainly because many more are targeted on the construction industry , where inspections require fewer manhours than they do in manufacturing","[15, 16]",literal
"Rumors fly at Smith Barney that its parent , Primerica , is disgusted and ready to sell the firm , though Primerica denies it","[1, 2]",nonliteral
"After twice extending the loan 's maturity and pouring in another $ 10 million to keep TVX afloat , Salomon in early March abandoned attempts to sell the junk bonds","[8, 9]",literal
The agreeable process of bringing money in and out with monthly returns as high as 8 % became affectionately known as `` riding the bicycle .,"[22, 23]",nonliteral
"`` I 'd heard about Powelson from another classicist at the University of Maryland , and then Powelson began to besiege me with letters asking for an invitation , '' Mr. Ambrose says","[20, 21]",nonliteral
"Water is receding there , but in Bombay yesterday , torrential rains killed at least 14 people , and roads and rail links in the city were cut off","[12, 13]",literal
The leak and pump problems developed Friday soon after technicians began pouring more than half a million gallons of liquid hydrogen and liquid oxygen propellant into the spaceship 's external fuel tank on Launch Pad 39B,"[11, 12]",literal
"Koos de Jong , who oversees the government 's collection of 360 , 000 works of art , said he discovered the pieces were missing when he took an inventory recently","[24, 25]",nonliteral
"Trapped inside , Mr. Boyle drowned","[5, 6]",literal
These guys mix drinks by shaking their booties and making sweaty eye contact with the female customers while pouring potions with names like `` Orgasm .,"[18, 19]",literal
I can see the memos flying from one faceless bureaucrat to another,"[5, 6]",nonliteral
"GM 's sales were apparently dragged down by a lackluster performance at its Chevrolet division , which saw sales drop 6 %","[5, 6]",nonliteral
The administration 's efforts to smooth out problems on the U.S. - Canada pact increase the chances that Congress will approve the accord,"[5, 6]",nonliteral
Instead of dancing they watch rock video .,"[2, 3]",literal
"And although the firm has become involved in some hostile transactions in recent years , its representation of a major unsolicited bid by a foreign concern struck some takeover professionals as unusual","[26, 27]",literal
"`` Ray has touched all the bases , '' said Mr. Bolger","[3, 4]",literal
Judges often ca n't review voluminous fee applications as they pour in,"[10, 11]",nonliteral
"Department stores nationwide are cutting back on apparel from such designers as Calvin Klein , Ralph Lauren and Liz Claiborne and instead filling racks with store brands","[22, 23]",literal
"Whether these dancers could ever meet the requirements of `` Raymonda Variations '' and `` Symphony in C , '' the ballets they danced in New York , is doubtful","[2, 3]",literal
But really it is the day that all four Tyrones come face to face with the ghosts that have haunted them and the demons that have nearly destroyed them,"[27, 28]",nonliteral
"After finishing a respectable second in New Hampshire , the campaign stumbled south to Super Tuesday badly strapped for cash","[11, 12]",nonliteral
"The Suez group has said it will dissolve the Belgian company 's current 23 - member board and create a two - tier management , with a chief executive running day - to - day operations and a management committee that defines strategy","[7, 8]",nonliteral
"The ball has rolled away , just when he thought he had it in hand","[3, 4]",nonliteral
"Spain has begun restoring the Seville monastery where Christopher Columbus rested between sailings , and where he lay buried for a quarter century after he died , as part of an $ 800 million extravaganza to commemorate his discovery of America","[3, 4]",literal
"At least 40 Arabs were killed in the incursion , and sources said as many as 20 guerrillas taken prisoner","[5, 6]",literal
"`` This is serious because the financial community is getting flooded with these things , '' said Robert Siller , an FBI agent investigating the Ohio incidents","[10, 11]",literal
`` I 'm going to sleep on it .,"[5, 6]",nonliteral
"Moreover , it could eliminate U.S. dependency on overseas bases , since the lasers would be based on U.S. terra firma and the targeting systems would be space - based","[23, 24]",literal
The bill admits that the key to winning the drug war is assaulting the demand side,"[12, 13]",nonliteral
"In Central Asia , the Kremlin destroyed four nuclear missiles as part of the superpower treaty eliminating intermediate - range weapons","[6, 7]",literal
"Kubota Ltd . , for example , has poured about $ 75 million into some of Silicon Valley 's hottest companies , including MIPS Computer Systems and Ardent Computer","[8, 9]",nonliteral
"Its theme - - Peter dragging Russia out of the dank Dark Ages - - is vast and lofty , and perhaps only a man who dreamed and drank too much would have had the gumption to cut so wide and deep a swath into the heart of Russia","[28, 29]",literal
"To eat ? '' asks Chang Mi Ok , an elevator operator in Seoul , wrinkling her nose","[1, 2]",literal
"But Judge Cohill disagreed , choosing to examine the substance behind those possible violations","[7, 8]",literal
"`` The big question is whether the pest problems are happening by themselves or whether opportunistic insects are attacking weakened trees , '' said David Marvin , a maple syrup producer in Johnson , Vt","[18, 19]",nonliteral
"On the Cadillac Eldorado convertibles , water or melting snow dripping onto the window switch assembly when the driver 's door is open could cause an electrical short","[8, 9]",literal
"Eastern 's cutbacks have benefited Continental in other ways , the affidavit claims: Roughly 4 % of Eastern 's flying capacity competes with Continental , it says , compared with 9.3 % in January 1987","[19, 20]",literal
"At the same time , the quest for distinction increasingly includes details - - some of which may escape the average driver","[18, 19]",nonliteral
"He did , however , get McGwire to pop out with two out and the bases loaded in the eighth , and he struck out the mighty Jose Canseco on a 3 - 2 count with a man on in the ninth","[23, 24]",nonliteral
Sparrows used to have a rep for selectively attacking yellow crocuses such as `` E.A,"[8, 9]",literal
"They miss the point ignored by most city planners in Latin America: People , not planners , make cities","[1, 2]",nonliteral
"But until now the cabinet has stuck to what could be called the East German approach to state medicine: Advisers speak of better management , not of free enterprise","[6, 7]",nonliteral
"Then , the Organization of Petroleum Exporting Countries began to stumble , and a plunge in oil prices launched Apex on its final slide","[10, 11]",nonliteral
"The SEC suit alleges that the stock , which was unregistered , climbed to as high as $ 17 a share as a result of the claims , which were bolstered when Mr. Brown bought 209 ounces of gold , which was melted into four pieces and displayed to shareholders at an August 1987 meeting","[42, 43]",nonliteral
New England Telephone says the campaign makes it the first local phone company to break with the `` reach out and touch someone '' style of advertising popularized by Ma Bell,"[21, 22]",nonliteral
"Previously , Olivetti refused to make such cuts , forcing AT & T 's computer business to absorb the shortfalls","[17, 18]",literal
"He adds , `` We 're trying very hard to avoid the Halley 's comet syndrome - - where you grab everything in sight and then you vanish .","[20, 21]",nonliteral
"`` Jesse 's been knocked out of the box so many times before , '' says City Councilman George Burrell , a Jackson supporter","[4, 5]",nonliteral
"That implies production slowdowns , which could result in job losses and weaker consumer spending , which in turn would cause the economy to drag its heels further","[24, 25]",nonliteral
"`` Things are really rapidly falling into place , '' said a Navy official who previously had complained that the Pentagon brass was dragging its feet on the project","[23, 24]",nonliteral
"The current junior team members missed out on Minkey , which began last year , but they did benefit from Olympic profits in the form of a one - time $ 1.2 million payment disbursed by the U.S. Olympic Committee","[5, 6]",nonliteral
"Even when trying to right itself , Merrill stumbled","[8, 9]",literal
"- - In Texas , another must - win state , the Democratic Party has increased its planned spending to nearly $ 5 million for the inglorious work of knocking on doors and telephoning voters","[29, 30]",nonliteral
Racism has gone largely unnoticed as images of Brazilians of all shades dancing the samba at Carnival created a sense of racial harmony,"[12, 13]",literal
"As stock arbitragers and other program traders see it , many smaller investors have n't grasped how fundamentally financial markets have changed in recent years","[15, 16]",literal
Whereupon a strong shot of a toilet - bowl deodorizer called `` Shut '' swiftly dissolves the problem,"[15, 16]",literal
A similar regulation in New York was knocked out in court and another court fight is under way in Massachusetts,"[7, 8]",nonliteral
"Great Western Bank unveiled a bid to escape from the insolvent FSLIC and switch to the FDIC , which would be a blow to the thrift insurer","[7, 8]",literal
"In the 1960s , courts declared that standardized contracts `` of adhesion , '' between a large institutional or corporate seller and a small consumer , could no longer be enforced , at least not in matters touching on health and safety","[37, 38]",nonliteral
Heavy water is used to control and cool the reaction of small research reactors,"[7, 8]",literal
"The move is aimed at cooling an overheated economy that has sparked an inflation rate of more than 20 % , the highest level since the Communist Party took power in 1949","[5, 6]",nonliteral
"But being stuck is also bad for Germany , the third - biggest capitalist economy","[2, 3]",nonliteral
But it 's more accurate to say that those who stuck together helped one another - - sometimes,"[10, 11]",nonliteral
"Attorneys and investment bankers for Barclays spent more than a month examining Irving , and Irving expected an offer , the Irving executives said","[11, 12]",literal
"Shares in American Pacific , which were hammered in May because of the big explosion that destroyed the company 's shuttle - fuel chemical plant in Nevada , rebounded somewhat yesterday , closing at 3 1 2 , up 3 8","[16, 17]",literal
Osman Geragandi Koko looked at the mounds of mud above the surface of water covering the flooded shanty town of Jebel Kusha,"[16, 17]",literal
"There was no immediate claim of responsibility , but police said the bomb was probably planted by Sinhalese extremists in retaliation for the restaurant owner 's defiance of a call for a general strike","[15, 16]",nonliteral
"The oil company disclosed earlier yesterday that last week 's fire had damaged a pumping station and conduits , inhibiting the flow of gasoline product into the Colonial Pipeline","[14, 15]",literal
"But even though the Sox are off to a typically lousy start this season , plenty of Chicagoans do n't want to see them strike out for Florida","[24, 25]",nonliteral
Those pumps are used to inject cooling water into the reactor vessel,"[6, 7]",literal
She watched an older couple dancing outside in the restaurant 's courtyard,"[5, 6]",literal
"For one thing , it started raining again in mid - July","[6, 7]",literal
They offer a way to absorb extra white - collar workers whom companies feel obliged to retain under lifetime employment practices,"[5, 6]",literal
"Let Jim Wright , Chris Dodd , Tony Coelho , David Bonior , Mike Lowry and David Obey explain in the papers every day why their determination to kill the Contra request represents the proudest foreign - policy achievement of the Democratic Party in 1988","[28, 29]",nonliteral
"In northern Botswana , where the poor quality of their ivory protects elephants from poachers , the elephant population is out of control and has eaten and knocked down many square miles of scrubby forest","[27, 28]",literal
"If the story has cooled , it is because Speaker Wright and the Democratic caucus pulled the plug at the right moment","[4, 5]",nonliteral
"As the wifely paragon sits , waiting and weaving , you nearly go to sleep the piece is so static","[14, 15]",nonliteral
"And lingering problems , particularly the prospect of surprise liabilities in its financial businesses , may be cooling the ardor of some prospective suitors","[17, 18]",nonliteral
"So if a Venezuelan company owes $ 1 million but ca n't pay , the creditor might lend it another $ 1 million , earmarked for repayment of the first loan","[17, 18]",literal
Ms. Gaitskill was kicked out of a private school in northern Michigan `` because I did n't wear the school uniform .,"[3, 4]",nonliteral
"Finally , after more than a year of complaints , United decided to allow its pilots to fly either the old or new versions of the plane , but not both","[17, 18]",literal
"`` I do n't care who is flying the plane , that 's a long time to go on one engine 25 , 000 feet over water , '' says Gary A. Wagner , an Air Canada pilot who has studied the issue for that airline","[7, 8]",literal
Washington is almost drowning in a sea of hypocrisy about Donald Regan 's book - length revenge for his unceremonious sacking as White House chief of staff,"[3, 4]",nonliteral
"Luby 's Cafeterias Inc . , San Antonio , Texas , is targeting the Midwest after recently inching out of its Deep South stronghold into Arizona","[12, 13]",nonliteral
"The company has prepared a 120 - page response , attacking the report 's methods as `` deeply flawed '' and its findings as `` meaningless .","[10, 11]",literal
"These devices complement new drugs that rapidly dissolve heart attack - inducing blood clots , as well as older technologies , such as pacemakers","[7, 8]",literal
"`` But it would be unusual for the appeals court to kick him out , since all the judges have to live with each other .","[11, 12]",literal
"While Mr. McClean had n't fully examined the materials released by Gazelle , he noted that `` the gallium - arsenide market has really been in a chicken - or - egg situation , '' with prices remaining high in part because they are produced in such small volume , and demand curtailed because prices are high","[6, 7]",literal
"Mr. Duberstein , a hockey fanatic and pretzel lover who recently lost more than 20 pounds by drinking vast quantities of water every day , is a veteran Washington operator","[17, 18]",nonliteral
"Like many Hollywood families , the Reagans have long had an almost touching faith in astrological mumbo jumbo","[12, 13]",nonliteral
CO - OPS CONVERTING to condominiums can escape a tax on assets,"[7, 8]",literal
The spokesman added that the `` final decision does rest with the board of directors .,"[9, 10]",literal
"Efficiency does n't destroy jobs , it generates the wealth to create new , and usually better , jobs","[3, 4]",nonliteral
"Donald Kessler , a project scientist at NASA 's Johnson Space Center , told an international conference on space pollution that a particle could strike and damage a spacecraft","[24, 25]",nonliteral
"The Agriculture Department stuck by last month 's estimates of drought damage to 1988 crop yields , predicting once again a 37 % plunge in the nation 's corn harvest and a 23 % drop in soybean production","[3, 4]",nonliteral
"With some energetic tub - thumping , Air Canada is drowning out critics of the public stock offering it will launch next week","[10, 11]",nonliteral
"Britain 's North Sea section pumps about 2.5 million barrels of oil a day , while the Norwegian section pumps about 1.2 million barrels a day","[5, 6]",nonliteral
"So far , no one is grabbing the first Concorde out","[6, 7]",nonliteral
"While manned launches , such as that of the space shuttle last week , still grab occasional headlines , industry observers are focusing more and more on the moves of trade negotiators","[15, 16]",nonliteral
"Then , the first vote failed when 50 shouting members of the leftist opposition ascended the rostrum and drowned out the official trying to call the roll","[18, 19]",literal
"The reason for Daimler - Benz 's reluctance is that it has enough problems of its own , without absorbing those of aerospace group MBB , through which West Germany owns 37.9 % of Airbus Industrie , the money - draining European airline consortium","[19, 20]",literal
"The amendment did n't cover the National Security Council - LRB - a fact that continues to escape Lawrence Walsh - RRB - , so helping the Contras fell to a few workaholics in the Old Executive Office Building","[17, 18]",literal
"Had not neighbors - - organized by the local Rural Democratic Union , a nationwide organization of private farmers - - helped him to plant in the spring , he would have had to quit farming","[24, 25]",literal
"The House - passed version also includes the 4 % raise , but would require agencies to absorb only half of the cost","[17, 18]",nonliteral
"Mr. LaFree noted that the sentencing disparities were substantial: `` Black men accused of assaulting black women accounted for 45 % of all reported cases , but for only 26 % of all men sentenced to the state penitentiary and for only 17 % of all men who received sentences of six or more years","[14, 15]",literal
"Nearly five million acres of private and government - owned timber , valued at $ 1.2 billion , were destroyed by fire last year , and the timber industry is bracing for the worst this year","[19, 20]",literal
"As usual , consumers will be stuck with the tab: higher prices and less choice","[6, 7]",literal
Almost one - third of the heavy smokers sleep less than six hours,"[8, 9]",literal
"The administration tried again in mid - 1987 , suspending military and economic aid to Panama after rioters , led by some government officials , attacked the American Embassy in Panama City","[25, 26]",literal
Japan 's ship designs use traditional superconductors: metal - alloys that must be cooled with expensive liquid helium to minus 269 degrees Celsius,"[13, 14]",literal
"Mr. Instone , 64 years old , stepped down in February from his posts as president and chief executive officer","[7, 8]",nonliteral
"If someone destroys that secrecy , he or she deprives its owner of the information 's potential value .","[2, 3]",literal
"Economists are sticking with predictions that Britain 's gross domestic product , or output of goods and services minus foreign income , will rise just 2 % or 3 % next year after rising about 4 % this year","[2, 3]",nonliteral
Bombs and other debris flowing into the lake will be gently trapped and later removed,"[4, 5]",literal
"Once assembled , the army ate him out of house and home , consuming up to 10 , 000 pounds of hay and 700 pounds of corn a day","[5, 6]",nonliteral
"Now that the Reagan Revolution has come and gone , will conservatives turn on one another as zestfully as they 've assaulted modern liberals ?/.","[21, 22]",nonliteral
The Medicare money started flowing in 1981,"[4, 5]",literal
`` The clock will start in two weeks ' time on knocking down yield estimates .,"[11, 12]",literal
"`` Now if one group calls for a demonstration , the others will sit home and drink coffee because they do n't want to share the credit","[16, 17]",literal
"That increase stuck with other buyers , and several steel companies went to auto makers for increases of at least 5 %","[2, 3]",literal
They have had to learn through the press about the sweet terms he had struck for himself and his small management group,"[14, 15]",nonliteral
"Already , President - elect Carlos Salinas de Gortari has found himself and his closest advisers attacked by the nation 's two strongest labor leaders: Fidel Velazquez , boss of the Confederation of Mexican Workers - LRB - CTM - RRB - , and oil union chief Joaquin Hernandez Galicia","[16, 17]",literal
"Emhart began importing door locks from Taiwan two years ago when Fred Hollfelder , now the president of the hardware group , stumbled on the product on a trip to Australia","[22, 23]",nonliteral
"The Federal Home Loan Bank Board , as expected , adopted a resolution intended to reassure Wall Street firms that have lent about $ 12.6 billion to the thrift unit of troubled Financial Corp. of America","[21, 22]",literal
"In Tokyo , prices were lower in moderate trading as investors stepped aside before the release of U.S. trade figures and after an early buying spree concentrated in electricals","[11, 12]",nonliteral
"The drought that has withered crops in many states is tragic for farmers , but is unlikely to cause acute problems for the nation 's economy","[4, 5]",literal
"Mr. McMillin doubts a rash of food takeovers will occur , because many companies already are dancing to Wall Street 's tune","[16, 17]",nonliteral
"The Democrat poured $ 1 million - plus into the race , raising 10 times as much from political - action committees as the Republican and outspending him by better than 2 to 1","[2, 3]",nonliteral
"Although stocks quickly broke out of their slide , they remained stuck at lower levels for the remainder of the session","[11, 12]",nonliteral
"Mr. Kulkarni won by eating 2.5 kilograms , or 5.7 pounds , of different types of glass","[4, 5]",literal
"`` The drivers smelled anti - freeze , noticed smoke pouring from the engines , and within 10 to 15 minutes , the engines were engulfed in flames .","[10, 11]",nonliteral
"Eastern Airlines Inc. is stepping up its marketing war in the busy , competitive Northeast shuttle - service market , offering discounts of as much as 30 % for passengers buying tickets in bulk","[4, 5]",nonliteral
The industry is relying heavily on a 1976 state Supreme Court decision that struck down a voter - approved Berkeley rent - control ordinance because it gave landlords limited recourse,"[13, 14]",literal
"The U.S . , which permits both standard and proprietary protocols to flourish within its borders , says let the market decide","[12, 13]",literal
"The Reagan administration failed to grasp the lead , turning instead to Secretary Baker 's policy of talking down the dollar , and now all are preoccupied with the 1988 campaign","[5, 6]",literal
"`` If we do n't settle our disputes soon , '' he warns , `` the foreign companies may step in and dominate .","[19, 20]",nonliteral
"When he steps into BG 's shoes on Saturday , it will be in a Carnegie Hall vastly different from the one Mr. Goodman first scaled in 1938","[2, 3]",nonliteral
"In his own opinion , Chairman Ruder attacked both dissents as attempting to reduce the customer 's protection not only below the level set in the securities laws , but even below the standard set by common law","[7, 8]",nonliteral
"After that , she and her family slept under the staircase","[7, 8]",literal
"For much of the Constitution 's interpretation has flowed from suits in which public officials , seeking to test matters of power and responsibility , have taken positions vindicated by history even if not by the lawsuits themselves","[8, 9]",nonliteral
"Winos will drink anything if need be , but when they have the money to buy what they want , they tend to hew to the familiar . - LRB - Sales resistance may help explain why the handful of low - end products that companies have tried to launch in the past 20 years mostly have bombed. - RRB - / - RRB -","[2, 3]",literal
THIS IRA CHECK missed the trick: It bounced instead of rolling over,"[10, 11]",nonliteral
"It adds that it stuck with its two - week , companywide production furlough last summer to give workers and plants a break","[4, 5]",nonliteral
The first time I read an article by humorist P.J. O'Rourke - - `` Among the EuroWeenies '' in Rolling Stone magazine - - I thought I was going to die laughing,"[30, 31]",nonliteral
"Dropping from the sky like a truck with the motor running , the Hoosier Pride has thomped down in St. Louis and the 41 - year - old Republican vice - presidential candidate is rolling away in a motorcade , past Taco Bell , Hardees , Schnuck 's and assorted body - repair shops , to arrive at Fox Senior High School in the little town of Arnold","[34, 35]",nonliteral
"`` He ate and slept until he looked like he was going to break , '' recalls Kathleen Perry","[4, 5]",nonliteral
"In addition , an opening for president of the shipboard and ground systems group , which includes that division , was filled with a non - Sperry person to make sure those running the operations have no connection with the matters under scrutiny","[21, 22]",literal
"In its statement , the SEC said companies not targeted in the investigation should consider how they might be affected by it","[9, 10]",literal
A revenue passenger mile is one paying passenger flown one mile,"[8, 9]",literal
"Previously , the NASD could halt the listing of price quotations for Nasdaq stocks only to let the market absorb the announcement of `` material news .","[19, 20]",literal
"Not only are youth and older people working together , but there are advertisements for employees to fill vacancies at wages well above the minimum wage","[17, 18]",literal
"Farmers in Kansas , the No. 1 wheat - producing state , planted 10.2 million acres , the smallest since 1971","[12, 13]",literal
"Asked about the resonating valence bond theory of superconductivity , one of the Enquirer 's young female sources comments , `` RVB is like . .. when you eat thallium and your boyfriend eats thorium . .. and then you kiss .","[28, 29]",nonliteral
"Justin makes building products , cooling towers and boots","[5, 6]",nonliteral
"The once high - flying company stumbled in 1986 when competition intensified in the mainframe market , and it has been revamping its product line since then","[6, 7]",nonliteral
"So most financial advisers suggest buyers stick to insurers whose financial strength is rated A+ or A by A.M. Best Co . , Oldwick , N.J","[6, 7]",nonliteral
The plan does n't call for any tax increases but would seek increased enforcement of tax laws and stepped up debt collection to pay for the additional anti - drug spending,"[18, 19]",literal
"The rate on funds , or reserves that banks lend each other overnight , has been hovering between about 8 % and 8 1 4 % recently","[9, 10]",literal
But the news media 's frenzied attacks on the Republican vice presidential nominee 's military record have missed the point,"[17, 18]",literal
"Now , though habits die hard in Germany , the halcyon days of Sperrfrist appear numbered","[4, 5]",literal
"And the $ 300 million sunflower industry is faring far worse than the $ 10.5 billion soybean industry , which is large enough to absorb short - term setbacks","[24, 25]",nonliteral
Since 1980 the proportion has been about 12 % of total net flows,"[12, 13]",nonliteral
"On Friday , another leader of the failed mutiny against President Aquino 's government escaped prison","[14, 15]",literal
It just eats your soul .,"[2, 3]",nonliteral
"Leaders of the seven major industrial democracies kicked off their 14th annual economic summit by agreeing broadly that the world economy is in good shape , and that their own willingness to coordinate economic policies was one of the reasons","[7, 8]",nonliteral
But some marketing consultants see signs that the 1980s new - product boom is cooling a bit,"[14, 15]",nonliteral
"First City Bancorp. of Texas apparently missed its goal of redeeming 70 % of its long - term debt by 5 p.m. EDT yesterday , setting off an 11th - hour scramble to complete its $ 1.5 billion bailout today as planned","[6, 7]",literal
"It 's less clear whether Vice President Bush , who has some free - market economists among his advisers , would stick to the Reagan - era agenda or move toward the middle ground characteristic of previous Republican administrations","[21, 22]",nonliteral
"Nelson Peltz and Peter May , whose junk - bond wizardry built Triangle Industries and won them the sobriquet of `` the new aces of low tech , '' may have missed out on a pot of money at CJI Industries","[31, 32]",literal
"It is `` Hotlanta '' : capital city of the South at a time when the South has risen ; city of myriad services at a time when the service economy rules ; city of the 1980s , more suburban than downtown , more footloose than fixed","[46, 47]",nonliteral
"The FTC rule requiring the three - day cooling off period , which has been in effect since 1972 , was aimed at countering high - pressure tactics by door - to - door sales people","[8, 9]",nonliteral
"If not attacking Mr. Dukakis , his speeches - - which end with a `` God Bless You '' - - have a dreamy , inspirational flair that seems to satisfy many voters younger than himself","[2, 3]",literal
"But to reach that level , investors would probably have to see a reduction in the federal funds rate , the overnight rate on reserves that banks lend one another , he says","[27, 28]",literal
Their melanin - producing system keeps the skin constantly filled with the dark pigment,"[9, 10]",nonliteral
