text,span1,label
"La independiente Asociación de Investigación y Estudios Sociales, autora del informe, señala que los programas gubernamentales contra la pobreza y por el desarrollo están a capricho de los funcionarios de turno, en lugar de ser una política de Estado.","[22, 23]",Non-metaphor
"El trámite se puede realizar directamente en la Embajada de su país o el Tecnológico de Monterrey, Campus Ciudad de México puede ayudarlo en su proceso.","[4, 5]",Non-metaphor
"Más de 765 millones de pesos, para el combate de pobreza y marginación","[8, 9]",Metaphor
"Así mismo bajan los impuestos prediales , de agua y el costo de la electricidad y el gas para proteger a la familia.","[0, 1]",Non-metaphor
Listo para elecciones parciales,"[3, 4]",Non-metaphor
"Parece ser que la domesticación del frijol en el país se inició hace unos 7,000 años, según pruebas arqueológicas; los antiguos aztecas incluían la semilla de frijol entre los tributos que imponían a otros pueblos.","[24, 25]",Non-metaphor
En el corto tiempo de su mandato ha inspirado a las fuerzas vivas y actuantes del panismo a penetrar en áreas de negocios que antaño nos estaban vedadas.,"[3, 4]",Non-metaphor
Cada instituci�n suscriptora del contrato referido tendr � un voto que le conferir� iguales derechos en la toma de decisiones.,"[6, 7]",Non-metaphor
Nacido de Poros -el Recurso- y de Penía -la Pobreza - se caracterizaba por ser una fuerza inquieta e insatisfecha.,"[0, 1]",Non-metaphor
"Como en los viejos caleidoscopios, los pedazos sangrantes del sistema político permutan sus combinaciones pero bajo una constante: la división y el enfrentamiento.","[6, 7]",Metaphor
El programa incluye la recepción de quejas por presuntas violaciones de derechos humanos en la zona.,"[9, 10]",Metaphor
"actos materia de investigación y que generan consecuencias de derecho , tales como la Antropología Forense, Química Forense, Ingeniería y Arquitectura Pericial, Física Forense, Balística, Psiquiatría Forense, Lafoscopía, Fotografía Forense, Grafoscopía y Documentoscopía, Retrato Hablado, Peritajes Viales, Incendios y","[7, 8]",Non-metaphor
"El ombudsman es una fígura sueca, de la cual encontramos sus antecedentes en el siglo XVI, con la existencia del preboste de la corona, que era un funcionario bajo el mandato del rey cuyo trabajo consistía en supervisar que la administración de justicia en el reino fuera la adecuada.","[34, 35]",Non-metaphor
Gobierno del Estado de Campeche,"[2, 3]",Non-metaphor
"Este es sólo un ejemplo de la clase de fontanero de la política colimense que ha decidido inmolarse en un retrete lleno de estiércol buscando la gubernatura del estado, tope en lo que tope. El declarante colocó en la picota, la subcultura de la indignidad, del","[20, 21]",Metaphor
"Tras la aprobación a las reformas constitucionales y al Código Federal de Instituciones y Procedimientos Electorales (Cofipe), los senadores aseguraron que la democracia mexicana dejaría de ser la segunda más cara del mundo, sólo superada por la iraquí.","[24, 25]",Non-metaphor
"Una crítica permanente que se hace al uso generalizado de Internet en el mundo es el peligro latente de la imposición hegemónica de la cultura de los Estados Unidos (Casabona, 2007).","[16, 17]",Non-metaphor
La integración satisfactoria a nuevos sistemas sociales significa evitar entrar a estos círculos negativos de reglas ( círculos viciosos ) o la detección de ello a tiempo para poder buscar soluciones.,"[17, 19]",Non-metaphor
Las condiciones políticas y administrativas que surgen de la cohabitación entre partidos políticos instalados en diferentes esferas de gobierno.,"[13, 14]",Non-metaphor
"Para uno de los miembros más importantes de la Iglesia en nuestro país, “esta realidad puede palparse en las diferentes parroquias, a las que acude cada vez más gente en pos de obtener ropa y alimentos que no puede adquirir por sí misma"", y arremetió con fuerza contra el Ejecutivo al expresar que “la curva de la pobreza empezó a ascender nuevamente”.","[54, 55]",Metaphor
A esto se haya reducida nuestra democracia : ¿quién será el candidato ganador?... el que más salga en la tele.,"[4, 5]",Metaphor
"ARTICULO 106.- Cuando en un mismo Título se enajenen o graven diferentes fincas o derechos, deberán incluirse en una sola inscripción todas las fincas gravadas o enajenadas y al extinguirse el gravamen o venderse una de las propiedades, se hará la anotación marginal de cancelación respecto de la finca vendida o gravada, subsistiendo la inscripción para las demás fincas incluidas en la misma.","[29, 30]",Metaphor
"Muchísimo se ha dicho ya en la literatura teosofica acerca de la constitución septenaria del hombre, pero no es por demas aquí volver a citarla.","[7, 8]",Non-metaphor
"Existen numerosas experiencias históricas que muestran que los trabajadores y las masas por sí solos -es decir, sin tener a su lado a un partido revolucionario- son capaces de crear sus propios organismos de poder, de armarse, hacer insurrecciones y tirar gobiernos .","[40, 41]",Metaphor
"7.- El uso de los boletines est� regulado para no generar molestias a nuestros clientes subscritos, los cuales podr�n escoger si desean o no recibir informaci�n.","[10, 11]",Non-metaphor
Nada ensombrece más el mapa de México que el manto de la pobreza .,"[9, 10]",Metaphor
"Un diputado de Acción Nacional, titular de la Comisión de Salud en el Congreso local, derribó la primera barrera burocrática en el ISSSTE a nivel Chetumal y logró el traslado por vía aérea de la paciente que bajo el efecto de sedantes fue trasladada a la clínica 20 de noviembre del ISSSTE en el DF, concretamente al área de Oncología y Clínica del Dolor.","[18, 19]",Metaphor
"Licenciatura en Turismo y Hotelería Universidad Siglo Xxi y Hotelería, se basa en el dominio de conocimientos de administración de hoteles, empresas turísticas, restaurantes...OBJETIVOS GENERALES DEL PLAN DE ESTUDIOS: Formar líderes emprendedores en Turismo y Hotelería con la visión de dirigente...","[16, 17]",Non-metaphor
"La tarea en esta área persigue entregar a nuestros clientes los lineamientos necesarios para el cabal cumplimiento de las obligaciones tributarias y evitar caer en sanciones administrativas ó civiles, especialmente entregado a la apertura de las actividades.","[19, 20]",Non-metaphor
"La universidad, dijo el Cardenal, nació en la Edad Media en el seno de la Iglesia y a partir del humanismo renacentista se ""acentuó lo humano olvidando lo divino, hasta que de muchas universidades se expulsó a Dios, a la fe y todo lo que fuera espiritualidad"".","[35, 36]",Metaphor
Todo el esplendor del que antaño gozó el Planeta Sera se vio machacado por un intenso combate que redujo a escombros todo vestido de riqueza y poderío humano. Lo que antes eran hermosas ciudades ahora son grandes solares cubiertos por escombros en los cuales yacen los cadáveres de cientos de soldados caídos en batalla. Sencillamente espectacular y aterrador es el escenario que nos plantea Epic Games para ambientar esta joya. Tweet,"[22, 23]",Metaphor
"A las 7:00 horas del mismo lunes, fue consignado junto con la agente de tránsito al ministerio público federal.","[8, 9]",Non-metaphor
Crisis financiera no debe eclipsar la lucha contra el Sida,"[6, 7]",Metaphor
"En sus siguientes novelas aceptó la idea de que la moral y la nobleza de espíritu así como la villanía y la maldad no son frutos de la riqueza o la pobreza, sino de la voluntad y el carácter de cada quien.","[25, 26]",Metaphor
"Ha sido consultor para la redacción de los Libros Blancos de la Defensa para los ministerios de defensa de Guatemala, Ecuador y Honduras.","[17, 18]",Non-metaphor
"Escuchar la Novena sinfonía de este autor, este viernes 17 en el Teatro del Estado, habrá de ser una experiencia interesante y aleccionadora en torno de la firmeza y solidez de un arte musical que logró sobrevivir a los embates de una burocracia retrógrada e ignorante.","[43, 44]",Metaphor
"Cuando le preguntaron si estaba dispuesto a ser el único donador de su salario o que si convencería a los integrantes de su corriente a donar su salario, rechazó esa opción.","[10, 11]",Non-metaphor
La pobreza consagrada,"[2, 3]",Non-metaphor
Mantiene una comunicación estrecha con la dirección de ecología para el suministro de árboles.,"[8, 9]",Non-metaphor
"De por si a Torreón el gobierno del estado no le da sino migajas, y estos brutos facilitándoles las cosas, así cuándo vamos a tener la ciudad que nos merecemos?","[11, 12]",Non-metaphor
"Para Chávez Palma la verdadera razón de solicitar una nueva línea de crédito al Congreso del estado por parte del Gobierno es para poder sostener el aparato burocrático : “Es para sostener a esa parte de la burocracia improductiva y parasitaria, es decir, los integrantes del Congreso del estado, diputados federales, senadores que no representan más que a ellos mismos.","[26, 27]",Metaphor
"El juez tercero de distrito en materia penal del estado de México, dictó la sentencia dentro de la causa penal 52/2007, en la que también impuso a cada uno una multa equivalente a 351 días.","[30, 31]",Non-metaphor
"La gente buscaba un cambio y salieron a votar , a nadie le cabe duda que arrasó con su rival Notimex El Universal Los...","[6, 7]",Non-metaphor
"Sabiendo lo anterior, me parece que se ha convertido en un reto para el Partido Revolucionario Institucional (PRI) y para el Partido Acción Nacional (PAN), la construcción de un candidato que les garantice no sólo la victoria sino la mayor cifra de votantes.","[26, 27]",Metaphor
"Un plan de Desarrollo, es una herramienta de gestión que busca promover el desarrollo social en una determinada región. Este tipo de plan intenta mejorar la calidad de vida de la gente y atiende las necesidades básicas insatisfechas, el concepto de plan de desarrollo esta emparentado con las acciones de gobierno , y sus políticas públicas y sus estrategias. El plan de desarrollo incluye una visión estratégica de futuro, ya que pretende ofrecer soluciones que se mantengan en el tiempo. De esta manera, los planes deben ser sostenibles, con mejoras que quedan en la sociedad aun cuando el plan concluya.","[45, 46]",Metaphor
Google anuncia los resultados financieros para el cuatro trimestre y el año fiscal 2007,"[11, 12]",Non-metaphor
"Mucho gusto tendré en dictar cuantas disposiciones legales sean convenientes para favorecer los intereses locales de Oaxaca; pero no puedo ni debo, como usted comprenderá, adoptar ninguna medida que perjudique a los demás estados, pues todos tienen igual derecho a la protección del gobierno, cuyos actos deben estar basados en la más estricta imparcialidad.","[41, 42]",Non-metaphor
"·         Distribución de la competencia estatal y municipal, sin perder de vista la concurrencia en la prevención de los delitos.","[4, 5]",Non-metaphor
"Entre los incentivos fiscales que consideró se debe revisar está el tema del Impuesto Empresarial a Tasa Única (IETU) que tiene un efecto muy negativo a nivel inmobiliario, toda vez que los costos de las viviendas ya no pueden ser deducibles, cuando antes de la implementación de ese impuesto se podía realizar.","[45, 46]",Non-metaphor
"San Casimiro trabajó incansablemente por extender la religión católica en Polonia y Lituania, y estas dos naciones han conservado admirablemente su fe católica, y aún en este tiempo cuando las gentes ven que está en peligro su religión, invocan al santo joven que fue tan entusiasta por nuestra religión.","[5, 6]",Metaphor
"En más de una ocasión, la ciudadanía –en algunos estados con más insistencia que otros– ha exigido que se elimine este impuesto .","[19, 20]",Metaphor
"En aquellas muestras en las cuales la olopatadina resultó cuantificable, las cantidades de esta droga se hallaron o detectaron �normalmente� dentro de un lapso de 2 horas, a partir de la administración de la dosis correspondiente, y dicha cuantificación osciló en los siguientes valores: de 0.5 a 1.3 ng/ml.","[34, 35]",Non-metaphor
"Asegura que dentro de las ganancias por actividades ilícitas, las drogas van a representar en un futuro un porcentaje menor, porque el crimen organizado esta teniendo otras fuentes como el contrabando de personas y de material radioactivo, secuestro, piratería y evasión fiscal .","[40, 41]",Metaphor
"LA FORZADA O VOLUNTARIA INSERCIÓN DE LA MUJER EN EL CAMPO DE TRABAJO PRODUCTIVO (EN TÉRMINOS ECONÓMICOS); EL CADA VEZ MAYOR ACCESO A LOS ANTICONCEPTIVOS, CON LA CONSECUENTE DISMINUCIÓN EN EL NÚMERO DE HIJOS Y LIBERTAD PARA LA ELECCIÓN DE PAREJA(S) SEXUAL(ES); LAS CAMPAÑAS POBLACIONALES PROMOVIDAS POR EL ESTADO , QUE OBEDECEN A INTE- RESES NETAMENTE ECONÓMICOS; LOS, BAJOS SALARIOS, LAS CRISIS ETONÓMICAS POR LAS QUE ATRAVESAMOS DESDE HACE YA MÁS DE DOS DÉCADAS, SONALGUNOS DE LOS FENÓMENOS QUE INFLUYEN EN LA CONFORMACIÓN, PRESERVACIÓN Y DESINTE- GRACIÓN DE PAREJAS.","[43, 44]",Non-metaphor
"Gobernación ha conservado en cambio, las funciones civiles en seguridad nacional.","[2, 3]",Metaphor
"su parentela y cultivan su imagen con cargo al erario. En apenas dos años de gobierno Moreira ha bautizado distintas obras públicas con los nombres de su mamá, de su hija y de su nueva esposa.","[18, 19]",Metaphor
"12.- Como retenedores de impuesto cedular, las personas morales que cuenten con sucursales dentro del mismo ¿se deben registrar en el REC?","[2, 3]",Metaphor
No podemos permitir que unos cuantos impongan su ley.,"[5, 6]",Non-metaphor
Por Que Comprar Lenceria Mexicana Esta guía no recibió votos .,"[2, 3]",Non-metaphor
"En tanto, el impuesto a la importación cayó en 15.4%, mientras que ingresos no tributarios, en el ámbito de derechos, la caída representó 37.8%, en tanto que en el llamado rubro ""Aprovechamiento"", la reducción fue de 28.4%.","[7, 8]",Metaphor
Fox Quezada y el Partido Acción Nacional quedaron devorados por un sistema político en el que prevalece la corrupción y la manipulación de la pobreza para la compra del voto en los procesos electorales,"[21, 22]",Metaphor
"Ciudad de M�xico Mi�rcoles 29 de octubre de 2008 11:30 El Partido de la Revoluci�n Democr�tica ser� objeto de una nueva multa, ahora por 4 millones 241 mil pesos, por exceder tope de gastos de campa�a y no reportar en sus informes del 2003, la totalidad de los egresos realizados para la promoci �n de las candidaturas de diputados que postul� en el proceso electoral federal 2002-2003.","[52, 53]",Non-metaphor
"Nos preocupan las angustias de todos los miembros del pueblo cualquiera sea la condición social: su soledad, sus problemas familiares, en no pocos, la carencia del sentido de la vida... Más especialmente queremos compartir hoy las que brotan de su pobreza .","[37, 38]",Metaphor
"Hidalgo, Allende, Abasolo, Aldama y Jiménez, caudillos del movimiento insurgente , no alcanzaron su objetivo porque fueron sujetos de una traición por parte de Ignacio Elizondo?","[8, 9]",Metaphor
"Además, sostuvo que el padrón electoral es un instrumento confiable y seguro para las elecciones.","[8, 9]",Metaphor
Reeligen a autoridades electorales en Quintana Roo,"[2, 3]",Non-metaphor
"l mayor fracaso de la democracia occidental es su hábito de basar las acciones legales, de forma negligente, en informes falsos.","[2, 3]",Metaphor
"Basta que se vea la forma en la que vive cualquiera de ellos y nunca podrá acreditar que lo que tienen es fruto de su salario , ya que hay que tomar en cuenta sus gastos.","[22, 23]",Metaphor
"en ocasiones también se paga deuda con deuda, es decir, para pagar deudas viejas o el servicio de la misma.","[13, 14]",Metaphor
21:26 Crear un fondo para combatir la pobreza : Madrazo.,"[5, 6]",Metaphor
"A pesar de la trampa democrática , hay logros que se han impuesto al poder.","[4, 5]",Metaphor
"Nal. de Perinatología) informó que aproximadamente 2,400 mujeres son atendidas en la clínica, de las cuales el 58% no requieren de tratamiento hormonal, mientras que un 42% son candidatas a alguna terapia , pero sólo entre el 12 al 16% reciben diferentes esquemas de medicamentos: estrógenos solos o combinados y parches.","[31, 32]",Non-metaphor
"San Luis Potosí, San Luis Potosí.- El gobierno estatal no ha encontrado una fórmula mágica para combatir la pobreza , pero sí aplica la mayor cantidad de recursos para disminuirla en comunidades indígenas, colonias y barrios urbanos.","[13, 15]",Metaphor
"3- Tres organismos internacionales fueron contratados para vigilar la limpieza e inyectar certeza a las elecciones colombianas. La primera es la Unión de Naciones Sudamericanas (Unasur), otra es de la Organización de Estados Americanos (OEA) y por último la Unión Interamericana de Organismos Electorales (Uniore).","[11, 12]",Metaphor
"Mecànico Administrador, edad hasta 40 años, cinco años de experiencia en puesto similar, 100% inglès, excelente manejo de SAP y autocad indispensable, conocimientos y experiencia en: diseño en control de estándares, en control de eficiencia, procesos y métodos, coordinación y administración procesos de producción, control de números de producción, diseño industrial y mecànico.","[41, 42]",Non-metaphor
"En el último periodo de Ernesto Zedillo (1995-2000), el impuesto se mantuvo y se incrementó muy poco al final. Conforme con estos datos estadísticos, México puede elevar los impuestos a la industria del tabaco y por ello la propuesta será enviada al Congreso de la Unión, a través del diputado federal del PAN Fernando Martínez Cué.","[11, 12]",Non-metaphor
"Un informe de la Agencia de Información de ese país dice: Leyes fiscales discriminatorias, barreras monetarias y fiscales, cuotas de diseños varios sobre la programación de televisión y la exhibición cinematográfica, falta de trato nacional en videos (home video)[...] la amenaza cotidiana de un mercado infectado por restricciones, todo ello es parte de un juicio presuntuoso de los gobiernos al alejar el mercado de la competencia, escribió Jack Valenti, presidente de la Motion Picture Association of America (MPAA), en un reporte al Representante de Comercio de Estados Unidos (U.S. Trade Representative).","[54, 55]",Non-metaphor
"c) No se trata de hacer crecer al "" árbol burocrático "" del ministerio o secretaría de educación.","[9, 10]",Metaphor
"“Ya hice una parte, aportando 32 millones en diciembre; 3.6 millones para liberar este dinero , y haré la parte que me toca en las gestiones para que ustedes, de lo que tengan que preocuparse es de producir, y desde luego estar al pendiente del Comité de Producción para que tenga buenas cuentas, y a ustedes, al final de la zafra, les pueda quedar dinero; que se mueva en el comercio, en los servicios, aquí en el estado de Nayarit”, acotó.","[12, 13]",Metaphor
"El “Museo de las Momias de Guanajuato, Muestra Itinerante” es una exhibición que es posible traer por segunda ocasión a la Ciudad de Monterrey, ahora dentro del marco del Festival Internacional de Santa Lucía, gracias al esfuerzo conjunto del gobierno municipal de Guanajuato, Gto., así como de la Corporación para el Desarrollo Turístico del Gobierno del Estado de Nuevo León y el Parque Fundidora.","[36, 37]",Non-metaphor
"Es decir, que México se estancará un año más en la violencia, el desempleo y el saqueo de funcionarios como el de Hacienda, que como miembro del FMI propuso que el país que hoy desgobiernan junto al usurpador chatarra, sumara todas las políticas financieras del FMI, es decir: el manual de del libre mercado y la economía del agandalle global que han hecho que México pase del sueño emergente a la pesadilla bananera en menos de 25 años.","[16, 17]",Metaphor
"Como personas que somos cada uno de nosotros es un sujeto de derechos y de obligaciones y esta es la base fundamental de todos nuestros derechos , de toda nuestra dignidad, pero también de todas nuestras obligaciones y de nuestra capacidad educativa.","[20, 21]",Metaphor
"Ahora, el cliente se encuentra en el asiento del ordenador, y la facilidad de acceso a la información hace que sea sencillo para determinar el mejor tipo de préstamo para las necesidades personales, independientemente de si es un instante de préstamo, un préstamo no garantizado, un adelanto en efectivo , O cualquier otro tipo de préstamo que se solicita.","[46, 47]",Non-metaphor
"De ahí que se esparza cada vez más el comentario de que Andrés Manuel López Obrador podría irse al ""equipo naranja"" de Convergencia, de Dante Delgado Rannauro, quien como se recordará, se perfiló para el Gobierno de Veracruz en el discurso que pronunció el día que en el Senado de la República se aprobó la reforma energética en una sede alterna.","[55, 56]",Non-metaphor
"Por ello, la democracia es difícil , pues los procedimientos democráticos requieren de una cultura ciudadana que sólo puede consolidarse mediante la práctica misma, mediante el ejercicio efectivo y trasparente de los derechos democráticos.","[5, 6]",Metaphor
"Así, en municipios donde en promedio nueve de cada 10 familias viven en condiciones de pobreza alimentaria, el PRD aumentó su votación de 2006 respecto de la de 2000 en 14.4 puntos porcentuales, mientras que en municipios donde seis de cada diez padecen pobreza alimentaria, aumentó su votación en 12.8 puntos porcentuales.","[42, 43]",Metaphor
"Las respuestas de un sistema a la entrada de información pueden ser directamente proporcionales a dicha entrada -lineares-, o variar con respecto a la entrada de información -no lineares.","[16, 17]",Non-metaphor
Se pueden considerar los tumores del mal gobierno del Granierato.,"[4, 5]",Metaphor
Finalmente la legislación crea un comisario para poder implementar esta ley .,"[10, 11]",Non-metaphor
"Operando juntos, la cantidad del beneficio neto para el Seguro Social y la contribución definida de Medicare están diseñadas para asegurar que ninguna persona mayor es abandonada en la pobreza .","[26, 27]",Metaphor
"Como la inestabilidad de la economía y, sobre todo, su complejidad exigen, de quienes se consagran a ella, una máxima y constante tensión de ánimo, en algunos se han embotado de tal modo los estímulos de la conciencia, que han llegado a tener la persuasión de que les es lícito no sólo sus ganancias como quiera que sea, sino también defender unas riquezas ganadas con tanto empeño y trabajo, contra los reveses de la fortuna , sin reparar en medios.","[71, 72]",Non-metaphor
"En palabras de Gates, todo aquel que tenga la suerte de prosperar y amasar una fortuna debería considerar la forma hacer un aporte tangible a la sociedad.","[13, 14]",Metaphor
"""Donde está la ley para mejorar el salario mínimo , para impulsar actividades productivas, para acabar con la pobreza, anticorrupción, para terminar con los privilegios de la alta democracia, para hacer valer la austeridad republicana; para terminar con esta injusticia de que se tiene un gobierno rico con pueblo pobre.","[5, 6]",Non-metaphor
"La propia existencia y fuerza del PRI y del PRD nos hablan de que la vieja representación corporativa o clientelar sigue teniendo un enorme peso electoral , al menos en ciertas regiones del país y sobre todo a nivel estatal y local.","[24, 25]",Metaphor
"Estaba un día el Wario perdiendo el tiempo en su casa cuando un telescopio y la entrada a un nuevo mundo lleno de riquezas despiertan su avaricia, dando lugar a una nueva aventura que llamará la atención de más de uno aunque su modo dejuelo realmente no sea tan impresionante como uno pudiera haberse esperado.","[20, 21]",Metaphor
"Lo cierto es que el modelo económico neoliberal no sólo ha colapsado al sistema financiero internacional, sino que además ha ampliado la brecha de pobreza y desigualdad, y frente a un escenario nada alentador en el futuro inmediato, hay un hecho incuestionable: el Estado está de regreso y es necesario redefinir su papel y sus responsabilidades sociales como parte de los desafíos de la democracia.","[22, 23]",Metaphor
"Invitados al engaño del poder, ahora los indígenas podrían sacrificar su derecho a la movilización y la resistencia.","[9, 10]",Metaphor
El cambio de Juan Cruz Martínez al PRD genera cierta curiosidad en cuanto a la dinámica que tomará el Congreso local.,"[17, 18]",Non-metaphor
"En algunas localidades rurales, las motoniveladoras incluso pueden ser utilizadas para retirar la nieve, el municipio de ahorro de dinero por la duplicación de la función de una máquina, en lugar de tener que comprar dos.","[17, 18]",Non-metaphor
Bajo el pretexto de cumplir con una misión civilizadora el occidental impone sus creencias religiosas para disimular la necesidad de mano de obra que tiene y la política de aculturación y de hispanización del indio.,"[18, 19]",Non-metaphor
"Recursos humanos Veracruz incluye Agencias de contratación, Agencias de empleo, Consultores de recursos humanos, Consultoría laboral inmigrantes , Control de calidad, Detectives privados, Encuestas de empleados, Formación profesional, Gestión de la productividad laboral, Orientación profesional, Outsourcing de recursos humanos, Servicios migratorios, Software de gestión de RRHH y Trabajo temporal en la ciudad de Veracruz y alrededores.","[14, 15]",Non-metaphor
"México tiene una característica excepcional, que es la larga estabilidad autoritaria experimentada hasta hace algunos años.","[9, 10]",Non-metaphor
"Hace 30 años algunos intelectuales predijeron, con pereza mental, que el cambio democrático sólo requería que el PRI saliera de Los Pinos; ex funcionarios electorales que siguen adulando el parto de la democracia electoral en 2000 en lugar de cuestionar la deformación del bebé adolescente; amplios segmentos del empresariado que, como siempre, sólo buscan hacer negocio y contribuyen a la corrupción; algunos medios que siguen viviendo del dinero público y son cómplices del abuso del poder.","[29, 30]",Metaphor
"La idea es que se arme un grupo interesante para conseguir y ofrecer cosas interesantes, cada uno ve lo que termina trocando","[5, 6]",Non-metaphor
"México.- Sostuvo que la decisión señalada, instaurada a menos de 15 días del cambio de gobierno en Estados Unidos, afecta derechos fundamentales de los trabajadores indocumentados y de sus familias.","[19, 20]",Non-metaphor
La democracia y el salario eran los dos ejes fundamentales de la movilización magisterial y así comenzó a darse una separación de la visión oficial respecto de la educación.,"[8, 9]",Metaphor
"El Instituto Cultural Mexicano en Washington, antigua sede de la Embajada de México, a unas calles de la Casa Blanca, será escenario de la reunión del presidente electo de Estados Unidos, Barack Obama, con el Presidente de...","[24, 25]",Non-metaphor
"En otro anuncio aparecía un afroamericano pobre, y decía que el impuesto golpeaba a la población pobre.","[12, 13]",Metaphor
suficiente para -por fin- tratar de imponernos su proyecto autoritario y poder actuar sin tener que disfrazar su dictadura con adornos democráticos .,"[20, 21]",Metaphor
"y finalmente muere. Porque? por falta de recursos. Y aunque existen programas de asistencia social muchos menosprecian a èsta gente, y no los asesoran cuando tienen un gran desconocimiento por falta de oportunidades para el estudio. La pobreza roba vidas, roba tranquilidad, invita","[38, 39]",Metaphor
El dinero se marchita cuando se acumula,"[2, 4]",Metaphor
"Tímidamente, como quien no confía del todo en el imprimátur estatal, como quien teme que le tiendan una trampa de impuestos por exceso de","[16, 19]",Metaphor
"Este modelo de negocios se basa en dos pilares: la publicidad, y fundamentalmente un porcentaje de dinero que las empresas telefónicas le otorgan a estos proveedores por el tiempo de conexión de su masa de usuarios.","[14, 15]",Non-metaphor
"Las cifras de la ONU sirvieron a la secretaria de Desarrollo Social, Josefina Vázquez Mota para ratificar los datos que hace una semana dio a conocer el gobierno federal y que afirman que 3.4 millos de mexicanos superaron la pobreza extrema .","[37, 38]",Metaphor
"En República Dominicana, Listín Diario exalta que ""EE.UU. vive con emoción la llegada de Obama"" y afirma en su editorial que el nuevo gobernante ""es una luz de esperanza , no solo para Estados Unidos, sino para el resto del mundo"".","[26, 27]",Metaphor
Asesores Empresariales Integrales Proteccion de derechos de propiedad industrial e intelectual y obtencion de certificados de normas oficiales mexicanas,"[3, 4]",Metaphor
"Por ejemplo, un cheque electrónico puede ser utilizado para autorizar una transferencia electrónica de pago, ACH o débito y de crédito.","[11, 12]",Non-metaphor
"Durante la época de la pizca, se dedican trabajar, aunque el dinero que obtienen no les alcanza .","[16, 17]",Metaphor
"Dependiendo del hotel en que se hospeden, puede haber una tarifa de alrededor de $20.00 por auto y por día.","[8, 9]",Non-metaphor
"Formar administradores con una visión general, versados en la práctica profesional, con conocimiento de los principios teóricos de la Administración y de las Ciencias Sociales que inquen en el manejo de las empresas , que le permitan un análisis de los procesos y las tareas que desempeñará durante su actuación profesional en las organizaciones.","[32, 33]",Non-metaphor
"De manera unitaria y combativa concluyo la Asamblea Nacional, Con la participación de delegados sindicales, trabajadores y grupos sindicales democráticos de los estados de Baja California Sur, Guerrero, Jalisco, Puebla, Morelos, Veracruz, distrito Federal (sesiones 32, 33, 34, 35 y modulo central) y el estado de México; así como grupos de Jubilados y Pensionados del IMSS y derechohabientes del seguro social .","[57, 58]",Non-metaphor
"En respuesta, el Secretario consideró que para solventar dicho boquete fiscal habrían de tomarse “medicinas amargas”.","[9, 10]",Metaphor
"Así que es en este periodo (de 1980 a 2040 aproximadamente) en el que las condiciones demográficas pueden ser usadas para impulsar el desarrollo económico, pero es importante señalar que los efectos del bono demográfico sobre el crecimiento económico no son automáticos, para ello se necesitan ejecutar políticas públicas adecuadas para dar condiciones de igualdad de oportunidades y no marginar a grandes porciones de la población como lo han hecho nuestros gobernantes en las tres últimas décadas (que paradójicamente ha sido en el periodo de venta u oportunidad demográfica), donde su ineptitud ha originando que el bono demográfico se haya convertido en una pesadilla social de pobreza, desempleo, migración y delincuencia.","[46, 47]",Non-metaphor
"La organización armada expuso que el movimiento magisterial ""debe convertirse en el garante del proceso electoral","[12, 13]",Metaphor
